"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"lmerTest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.1-3",NA,"R (>= 3.2.5), lme4 (>= 1.1-10), stats, methods","numDeriv, MASS, ggplot2",NA,"pbkrtest (>= 0.4-3), tools",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"lmtest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.9-40",NA,"R (>= 3.0.0), stats, zoo","graphics",NA,"car, strucchange, sandwich, dynlm, stats4, survival, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"lobstr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.2",NA,"R (>= 3.2)","crayon, methods, prettyunits, rlang (>= 1.0.0)","cpp11 (>= 0.4.2)","covr, pillar, pkgdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"locfit","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5-9.4",NA,"R (>= 3.5.0)","lattice",NA,"interp, gam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.5"
"lubridate","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.9.0",NA,"methods, timechange (>= 0.1.1), R (>= 3.2)","generics",NA,"covr, knitr, rmarkdown, testthat (>= 2.1.0), vctrs (>= 0.5.0)","chron, data.table, timeDate, tis, zoo","GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"magrittr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.3",NA,"R (>= 3.4.0)",NA,NA,"covr, knitr, rlang, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.5"
"maps","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.4.1",NA,"R (>= 3.5.0)","graphics, utils",NA,"mapproj (>= 1.2-0), mapdata (>= 2.3.0), sp, rnaturalearth",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"markdown","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4",NA,"R (>= 2.11.1)","utils, commonmark, xfun, mime (>= 0.3)",NA,"knitr, rmarkdown (>= 2.18), yaml, RCurl",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"MASS","/home/huang_yin/anaconda3/envs/sc/lib/R/library","7.3-58.1","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"MAST","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.16.0",NA,"SingleCellExperiment (>= 1.2.0), R(>= 3.5)","Biobase, BiocGenerics, S4Vectors, data.table, ggplot2, plyr,
stringr, abind, methods, parallel, reshape2, stats, stats4,
graphics, utils, SummarizedExperiment(>= 1.5.3), progress",NA,"knitr, rmarkdown, testthat, lme4(>= 1.0), blme, roxygen2(>
6.0.0), numDeriv, car, gdata, lattice, GGally, GSEABase, NMF,
TxDb.Hsapiens.UCSC.hg19.knownGene, rsvd, limma, RColorBrewer,
BiocStyle, scater, DelayedArray, Matrix, HDF5Array, zinbwave,
dplyr",NA,"GPL(>= 2)",NA,NA,NA,NA,"no","4.0.2"
"Matrix","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5-3","recommended","R (>= 3.5.0), methods","graphics, grid, lattice, stats, utils",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.0.2"
"MatrixGenerics","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.1",NA,"matrixStats (> 0.57.0)","methods",NA,"sparseMatrixStats, DelayedMatrixStats, SummarizedExperiment,
testthat (>= 2.1.0)",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"MatrixModels","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.5-1",NA,"R (>= 3.6.0)","stats, methods, Matrix (>= 1.4-2)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"matrixStats","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.63.0",NA,"R (>= 2.12.0)",NA,NA,"base64enc, ggplot2, knitr, markdown, microbenchmark,
R.devices, R.rsp",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"memoise","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.1",NA,NA,"rlang (>= 0.4.10), cachem",NA,"digest, aws.s3, covr, googleAuthR, googleCloudStorageR, httr,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"methods","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.0.2",NA,NA,NA,NA,"yes","4.0.2"
"mgcv","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8-41","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"mime","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.12",NA,NA,"tools",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.0.5"
"miniUI","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.0.5"
"minqa","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.5",NA,NA,"Rcpp (>= 0.9.10)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"mixtools","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.0",NA,"R (>= 4.0.0)","kernlab, MASS, plotly, scales, segmented, stats, survival",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"mnormt","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.1",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"modelr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.10",NA,"R (>= 3.2)","broom, magrittr, purrr (>= 0.2.2), rlang (>= 1.0.6), tibble,
tidyr (>= 0.8.0), tidyselect, vctrs",NA,"compiler, covr, ggplot2, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"monocle","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.18.0",NA,"R (>= 2.10.0), methods, Matrix (>= 1.2-6), Biobase, ggplot2
(>= 1.0.0), VGAM (>= 1.0-6), DDRTree (>= 0.1.4),","parallel, igraph (>= 1.0.1), BiocGenerics, HSMMSingleCell (>=
0.101.5), plyr, cluster, combinat, fastICA, grid, irlba (>=
2.0.0), matrixStats, densityClust (>= 0.3), Rtsne, MASS,
reshape2, limma, tibble, dplyr, qlcMatrix, pheatmap, stringr,
proxy, slam, viridis, stats, biocViews, RANN(>= 2.5), Rcpp (>=
0.12.0)","Rcpp","destiny, Hmisc, knitr, Seurat, scater, testthat",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"MsCoreUtils","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.0",NA,"R (>= 3.6.0)","methods, S4Vectors, MASS, stats","Rcpp","testthat, knitr, BiocStyle, rmarkdown, roxygen2, imputeLCMD,
impute, norm, pcaMethods, vsn, preprocessCore",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.0.2"
"MultiAssayExperiment","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.16.0",NA,"R (>= 4.0.0), SummarizedExperiment (>= 1.3.81)","methods, GenomicRanges (>= 1.25.93), BiocGenerics, S4Vectors
(>= 0.23.19), IRanges, Biobase, stats, tidyr, utils",NA,"BiocStyle, testthat, knitr, rmarkdown, R.rsp, HDF5Array,
RaggedExperiment, UpSetR, survival, survminer",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"multtest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.46.0",NA,"R (>= 2.10), methods, BiocGenerics, Biobase","survival, MASS, stats4",NA,"snow",NA,"LGPL",NA,NA,NA,NA,"yes","4.0.2"
"munsell","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.5.0",NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"nlme","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.1-160","recommended","R (>= 3.5.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS, SASmixed",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"nloptr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.2.2",NA,NA,NA,NA,"testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)",NA,"LGPL-3",NA,NA,NA,NA,"yes","4.0.5"
"nnet","/home/huang_yin/anaconda3/envs/sc/lib/R/library","7.3-18","recommended","R (>= 3.0.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"nortest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-4",NA,NA,"stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"numDeriv","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2016.8-1.1",NA,"R (>= 2.11.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"openssl","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.4",NA,NA,"askpass",NA,"curl, testthat (>= 2.1.0), digest, knitr, rmarkdown,
jsonlite, jose, sodium",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"openxlsx","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.2.5.2",NA,"R (>= 3.3.0)","grDevices, methods, Rcpp, stats, stringi, utils, zip","Rcpp","knitr, rmarkdown, roxygen2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"optimParallel","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-2",NA,"R (>= 3.5), stats, parallel",NA,NA,"R.rsp, roxygen2, spam, microbenchmark, testthat, ggplot2,
numDeriv, lbfgsb3c",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"org.Hs.eg.db","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.12.0",NA,"R (>= 2.7.0), methods, AnnotationDbi (>= 1.51.3)","methods, AnnotationDbi",NA,"DBI, annotate, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"parallel","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.0.2","base",NA,"tools, compiler",NA,"methods","snow, nws, Rmpi","Part of R 4.0.2",NA,NA,NA,NA,"yes","4.0.2"
"parallelly","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.32.1",NA,NA,"parallel, tools, utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.5"
"patchwork","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.2",NA,NA,"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics",NA,"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"pbapply","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.6-0",NA,"R (>= 3.2.0)","parallel",NA,"shiny",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"pbdZMQ","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3-8",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"pbkrtest","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.5.1",NA,"R (>= 3.5.0), lme4 (>= 1.1.10)","broom, dplyr, magrittr, MASS, Matrix (>= 1.2.3), methods,
numDeriv, parallel, knitr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"pbmc3k.SeuratData","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.1.4",NA,NA,NA,NA,"Seurat (>= 3.1.4)",NA,"CC BY 4.0",NA,NA,NA,NA,"no","4.0.2"
"pbmcapply","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5.1",NA,"utils, parallel",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"pcaMethods","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.82.0",NA,"Biobase, methods","BiocGenerics, Rcpp (>= 0.11.3), MASS","Rcpp","matrixStats, lattice, ggplot2",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.0.2"
"permute","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.9-7",NA,"R (>= 2.14.0)","stats",NA,"vegan (>= 2.0-0), testthat (>= 0.5), parallel, knitr,
rmarkdown, bookdown, sessioninfo",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"phangorn","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.7.1",NA,"ape (>= 5.5), R (>= 3.6.0)","fastmatch, graphics, grDevices, igraph (>= 1.0), magrittr,
Matrix, methods, parallel, quadprog, Rcpp (>= 1.0.4), stats,
utils","Rcpp","Biostrings, knitr, magick, prettydoc, rgl, rmarkdown, seqinr,
seqLogo, tinytest, xtable",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.5"
"pheatmap","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.12",NA,"R (>= 2.0)","grid, RColorBrewer, scales, gtable, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"phytools","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2-0",NA,"R (>= 3.5.0), ape (>= 4.0), maps","clusterGeneration, coda, combinat, expm, graphics, grDevices,
MASS, methods, mnormt, nlme, numDeriv, optimParallel, parallel,
phangorn (>= 2.3.1), plotrix, scatterplot3d, stats, utils",NA,"animation, geiger, RColorBrewer, rgl",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"pillar","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8.1",NA,NA,"cli (>= 2.3.0), fansi, glue, lifecycle, rlang (>= 1.0.2), utf8
(>= 1.1.0), utils, vctrs (>= 0.3.8)",NA,"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nanotime, nycflights13, palmerpenguins,
rmarkdown, scales, stringi, survival, testthat (>= 3.1.1),
tibble, units (>= 0.7.2), vdiffr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"pkgbuild","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4.0",NA,"R (>= 3.4)","callr (>= 3.2.0), cli (>= 3.4.0), crayon, desc, prettyunits,
processx, R6, rprojroot, withr (>= 2.3.0)",NA,"covr, cpp11, knitr, mockery, Rcpp, rmarkdown, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"pkgconfig","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"pkgdown","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.0.6",NA,"R (>= 3.1.0)","bslib (>= 0.3.1), callr (>= 2.0.2), cli, desc, digest, downlit
(>= 0.4.0), fs (>= 1.4.0), httr (>= 1.4.2), jsonlite, magrittr,
memoise, purrr, ragg, rlang (>= 1.0.0), rmarkdown (>=
1.1.9007), tibble, whisker, withr (>= 2.4.3), xml2 (>= 1.3.1),
yaml",NA,"covr, diffviewer, evaluate, htmltools, htmlwidgets, knitr,
lifecycle, methods, openssl, pkgload (>= 1.0.2), rsconnect,
rstudioapi, rticles, sass, testthat (>= 3.1.3), tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"pkgload","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.2",NA,"R (>= 3.4.0)","cli (>= 3.3.0), crayon, desc, fs, glue, methods, rlang (>=
1.0.3), rprojroot, utils, withr (>= 2.4.3)",NA,"bitops, covr, mathjaxr, mockr, pak, pkgbuild, Rcpp, remotes,
rstudioapi, testthat (>= 3.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"plogr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"plotly","/home/huang_yin/anaconda3/envs/sc/lib/R/library","4.10.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr (>= 1.0.0), RColorBrewer,
dplyr, vctrs, tibble, lazyeval (>= 0.2.0), rlang (>= 0.4.10),
crosstalk, purrr, data.table, promises",NA,"MASS, maps, hexbin, ggthemes, GGally, ggalluvial, testthat,
knitr, devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, Cairo, broom, webshot, listviewer, dendextend,
maptools, rgeos, sf, png, IRdisplay, processx, plotlyGeoAssets,
forcats, palmerpenguins, rversions, reticulate, rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"plotrix","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.8-2",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.0.2"
"plyr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8.8",NA,"R (>= 3.1.0)","Rcpp (>= 0.11.0)","Rcpp","abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"png","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1-7",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.0.5"
"polyclip","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.10-4",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSL",NA,NA,NA,NA,"yes","4.0.2"
"polynom","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.4-1",NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"no","4.0.2"
"pracma","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.4.2",NA,"R (>= 3.1.0)","graphics, grDevices, stats, utils",NA,"NlcOptim, quadprog",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"praise","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.0",NA,NA,NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"prettyunits","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.1.1",NA,NA,NA,NA,"codetools, covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"princurve","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.1.6",NA,"R (>= 3.0)","stats, graphics, grDevices, Rcpp","Rcpp","devtools, testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"processx","/home/huang_yin/anaconda3/envs/sc/lib/R/library","3.8.0",NA,"R (>= 3.4.0)","ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.7.0), cli (>= 3.3.0), codetools, covr, curl,
debugme, parallel, rlang (>= 1.0.2), testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"profvis","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.7",NA,"R (>= 3.0)","htmlwidgets (>= 0.3.2), stringr",NA,"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"progress","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"progressr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.11.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, crayon, pbmcapply, progress, purrr,
foreach, plyr, doFuture, future, future.apply, furrr,
rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.0.2"
"proj4","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0-10.1",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.3"
"promises","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.3"
"ProtGenerics","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.22.0",NA,"methods",NA,NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"proxy","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4-27",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"proxyC","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.3",NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12), RcppParallel","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","testthat, entropy, proxy, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.0.2"
"pryr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.1.5",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0), lobstr","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"ps","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.7.2",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0),",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"pscl","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5.5",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","4.0.2"
"PseudotimeDE","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.0",NA,"R (>= 3.6.0)","SummarizedExperiment, SingleCellExperiment, mgcv, tidyr,
mixtools, goftest, Rcpp, stats, dplyr, purrr, scales,
fitdistrplus, methods, magrittr, tibble, ggplot2, slingshot,
Seurat, BiocStyle, irlba, BiocParallel, qgam",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.2"
"purrr","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.3.5",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), httr, knitr, rmarkdown,
testthat, tibble, tidyselect, vctrs",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
"QFeatures","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.0",NA,"R (>= 4.0), MultiAssayExperiment","methods, stats, utils, S4Vectors, IRanges,
SummarizedExperiment, BiocGenerics, ProtGenerics (>= 1.19.3),
AnnotationFilter, lazyeval, Biobase, MsCoreUtils (>= 1.1.2),",NA,"SingleCellExperiment, msdata, ggplot2, gplots, dplyr, limma,
magrittr, DT, shiny, shinydashboard, testthat, knitr,
BiocStyle, rmarkdown, vsn, preprocessCore, matrixStats,
imputeLCMD, pcaMethods, impute, norm",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.0.2"
"qgam","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.3.4",NA,"R (>= 3.5.0), mgcv (>= 1.8-28)","shiny, plyr, doParallel, parallel, grDevices",NA,"knitr, rmarkdown, MASS, RhpcBLASctl, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"qlcMatrix","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.9.7",NA,"Matrix (>= 1.1-0), R (>= 3.2), slam (>= 0.1-32), sparsesvd","methods, docopt",NA,"MASS, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.0.2"
"quadprog","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.3"
"quantreg","/home/huang_yin/anaconda3/envs/sc/lib/R/library","5.94",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"tripack, interp, rgl, logspline, nor1mix, Formula, zoo,
R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.0.2"
"qvalue","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.22.0",NA,"R(>= 2.10)","splines, ggplot2, grid, reshape2",NA,"knitr",NA,"LGPL",NA,NA,NA,NA,"no","4.0.2"
"qvcalc","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.0.2",NA,NA,NA,NA,"relimp, MASS","psychotools, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.0.2"
"R.methodsS3","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"R.oo","/home/huang_yin/anaconda3/envs/sc/lib/R/library","1.25.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"R.utils","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.12.2",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.0.2"
"R6","/home/huang_yin/anaconda3/envs/sc/lib/R/library","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.0.5"
"ragg","/home/huang_yin/anaconda3/envs/sc/lib/R/library","0.4.0",NA,NA,"systemfonts (>= 0.2.1), textshaping","systemfonts, textshaping","covr, testthat, grid, graphics",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.0.2"
